course,plannedNumberOfStudents,seniorHours,assistantHours
I-13915,100,280,560
I-13916,200,240,300
I-13917,100,280,300
I-13918,60,240,480
I-13919,150,280,420
I-13920,100,280,480
I-13921,150,240,480
I-13922,150,240,300
I-13923,150,260,400
I-13924,60,240,560
I-13925,60,240,420
I-13926,150,240,420
I-13927,100,240,700
I-13928,150,260,300
I-13929,100,240,500
I-13930,100,260,360
I-13931,200,240,420
I-13932,60,240,700
I-13933,200,280,480
I-13934,200,260,560
I-13935,60,240,400
I-13936,60,280,560
I-13937,200,260,400
I-13938,150,240,300
I-13939,60,240,480
I-13940,60,260,600
I-13941,200,280,700
I-13942,60,240,700
I-13943,200,260,560
I-13944,200,240,300
I-13945,150,260,400
I-13946,100,240,360
I-13947,150,280,560
I-13948,60,240,560
I-13949,60,280,420
I-13950,150,240,700
I-13951,150,260,420
I-13952,60,260,360
I-13953,60,260,700
I-13954,200,260,400
I-13955,60,280,400
I-13956,150,260,700
I-13957,200,240,500
I-13958,200,260,480
I-13959,150,240,360
I-13960,200,280,500
I-13961,150,280,420
I-13962,100,240,300
I-13963,150,240,600
I-13964,100,260,480
I-13965,100,260,300
I-13966,100,280,360
I-13967,60,280,400
I-13968,200,240,480
I-13969,100,260,360
I-13970,100,280,480
I-13971,60,260,400
I-13972,200,240,600
I-13973,60,240,560
I-13974,150,280,360
I-13975,60,280,700
I-13976,200,280,360
I-13977,100,280,400
I-13978,150,260,420
I-13979,150,280,600
I-13980,150,260,480
I-13981,150,260,600
I-13982,200,280,500
I-13983,100,280,560
I-13984,100,260,560
I-13985,150,260,480
I-13986,60,280,700
I-13987,100,280,420
I-13988,200,280,300
I-13989,150,280,600
I-13990,100,260,360
I-13991,200,260,480
I-13992,60,260,500
I-13993,60,260,300
I-13994,100,260,480
I-13995,150,260,420
I-13996,150,280,560
I-13997,60,240,420
I-13998,200,260,300
I-13999,100,260,600
I-14000,200,280,360
I-14001,100,260,300
I-14002,150,240,560
I-14003,100,240,500
I-14004,200,260,500
I-14005,150,240,400
I-14006,100,260,300
I-14007,100,260,500
I-14008,150,240,500
I-14009,150,280,700
I-14010,60,280,360
I-14011,200,280,500
I-14012,100,260,600
I-14013,150,260,420
I-14014,200,260,500
I-14015,150,280,400
I-14016,100,280,600
I-14017,150,240,600
I-14018,60,280,400
I-14019,60,240,700
I-14020,200,240,360
I-14021,100,240,300
I-14022,150,240,560
I-14023,100,240,360
I-14024,100,240,500
I-14025,200,280,400
I-14026,100,280,700
I-14027,100,240,600
I-14028,150,280,500
I-14029,60,280,560
I-14030,60,280,400
I-14031,150,280,480
I-14032,200,260,420
I-14033,100,240,360
I-14034,100,280,560
I-14035,200,280,420
I-14036,200,280,480
I-14037,150,260,360
I-14038,100,260,360
I-14039,60,280,700
I-14040,150,240,400
I-14041,200,260,400
I-14042,200,280,420
I-14043,60,240,500
I-14044,150,260,560
I-14045,150,280,480
I-14046,60,280,300
I-14047,100,240,360
I-14048,100,240,500
I-14049,60,260,420
I-14050,100,240,560
I-14051,100,280,700
I-14052,200,280,360
I-14053,200,280,500
I-14054,150,280,560
I-14055,100,260,400
I-14056,200,260,560
I-14057,200,240,600
I-14058,60,240,300
I-14059,60,240,480
I-14060,100,260,300
I-14061,60,280,560
I-14062,100,280,420
I-14063,100,240,560
I-14064,150,260,480
I-14065,200,260,500
I-14066,150,280,500
I-14067,100,240,300
I-14068,150,260,560
I-14069,200,260,480
I-14070,200,280,500
I-14071,60,260,560
I-14072,200,280,360
I-14073,150,280,480
I-14074,150,260,480
I-14075,100,280,400
I-14076,200,240,560
I-14077,200,260,480
I-14078,100,280,600
I-14079,200,260,600
I-14080,100,280,700
I-14081,100,260,600
I-14082,100,240,560
I-14083,200,240,700
I-14084,60,280,600
I-14085,150,280,700
I-14086,200,240,700
I-14087,100,260,480
I-14088,100,280,300
I-14089,200,280,500
I-14090,200,240,480
I-14091,60,280,480
I-14092,100,240,300
I-14093,200,260,600
I-14094,150,260,400
I-14095,150,280,300
I-14096,200,240,560
I-14097,200,240,560
I-14098,100,240,360
I-14099,150,280,400
I-14100,100,280,560
I-14101,200,260,300
I-14102,100,260,700
I-14103,100,260,480
I-14104,150,260,300
I-14105,200,260,560
I-14106,100,260,560
I-14107,100,280,500
I-14108,200,240,600
I-14109,200,260,420
I-14110,100,240,420
I-14111,60,260,300
I-14112,150,240,360
I-14113,60,240,600
I-14114,200,240,560
I-14115,60,280,700
I-14116,100,240,700
I-14117,200,240,400
I-14118,150,240,400
I-14119,150,280,420
I-14120,200,280,420
I-14121,60,240,300
I-14122,60,280,420
I-14123,200,260,480
I-14124,60,240,360
I-14125,100,260,480
I-14126,60,280,420
I-14127,150,280,700
I-14128,100,240,600
I-14129,150,240,480
I-14130,100,280,420
I-14131,60,280,480
I-14132,60,280,360
I-14133,100,260,600
I-14134,200,260,500
I-14135,200,260,600
I-14136,200,280,560
I-14137,100,240,400
I-14138,150,280,500
I-14139,200,240,700
I-14140,60,260,700
I-14141,60,260,400
I-14142,100,260,480
I-14143,60,260,600
I-14144,200,240,480
I-14145,100,280,360
I-14146,100,260,560
I-14147,150,280,700
I-14148,150,240,420
I-14149,100,240,700
I-14150,200,240,600
I-14151,100,280,480
I-14152,100,260,500
I-14153,60,260,420
I-14154,60,240,700
I-14155,60,280,560
I-14156,60,240,480
I-14157,100,260,420
I-14158,100,280,300
I-14159,60,280,500
I-14160,100,280,420
I-14161,200,280,560
I-14162,200,240,600
I-14163,100,260,600
I-14164,150,280,560
I-14165,150,240,700
I-14166,150,280,480
I-14167,150,280,700
I-14168,60,260,300
I-14169,200,260,500
I-14170,200,280,700
I-14171,60,260,400
I-14172,60,260,480
I-14173,60,260,500
I-14174,200,260,560
I-14175,100,240,560
I-14176,200,240,300
I-14177,150,280,600
I-14178,150,260,480
I-14179,200,280,600
I-14180,60,240,300
I-14181,60,280,360
I-14182,100,280,300
I-14183,100,240,360
I-14184,60,280,600
I-14185,60,260,600
I-14186,200,280,600
I-14187,60,280,500
I-14188,200,240,560
I-14189,150,260,400
I-14190,100,260,600
I-14191,200,240,480
I-14192,60,280,360
I-14193,60,260,400
I-14194,150,260,700
I-14195,200,280,700
I-14196,200,240,420
I-14197,60,260,420
I-14198,200,260,360
I-14199,150,240,300
I-14200,150,260,600
I-14201,150,240,500
I-14202,150,240,300
I-14203,200,240,420
I-14204,150,280,420
I-14205,60,280,600
I-14206,100,280,600
I-14207,100,240,480
I-14208,150,260,600
I-14209,60,280,300
I-14210,200,260,480
I-14211,200,240,300
I-14212,200,260,600
I-14213,150,280,300
I-14214,150,260,700
I-14215,200,240,560
I-14216,200,280,500
I-14217,60,240,420
I-14218,150,240,480
I-14219,60,280,700
I-14220,100,240,300
I-14221,60,240,400
I-14222,150,260,400
I-14223,200,240,420
I-14224,100,240,600
I-14225,200,260,300
I-14226,60,260,480
I-14227,100,280,480
I-14228,150,240,360
I-14229,200,240,700
I-14230,200,240,400
I-14231,60,260,600
I-14232,100,260,560
I-14233,100,280,500
I-14234,150,260,480
I-14235,200,280,420
I-14236,200,280,480
I-14237,100,240,300
I-14238,60,260,600
I-14239,100,240,600
I-14240,100,260,600
I-14241,150,280,500
I-14242,200,260,300
I-14243,100,260,360
I-14244,150,240,500
I-14245,200,260,480
I-14246,100,280,360
I-14247,100,280,400
I-14248,60,240,360
I-14249,200,240,600
I-14250,200,280,560
I-14251,60,240,480
I-14252,60,280,700
I-14253,100,240,360
I-14254,200,240,600
I-14255,200,280,560
I-14256,60,280,480
I-14257,60,240,400
I-14258,60,260,360
I-14259,100,240,420
I-14260,200,240,400
I-14261,100,260,480
I-14262,100,240,700
I-14263,200,260,500
I-14264,200,280,420
I-14265,200,280,500
I-14266,200,240,480
I-14267,200,280,560
I-14268,150,260,400
I-14269,100,240,480
I-14270,60,280,600
I-14271,150,260,500
I-14272,60,260,480
I-14273,60,260,300
I-14274,200,260,500
I-14275,100,240,560
I-14276,60,260,700
I-14277,150,240,420
I-14278,150,240,500
I-14279,150,280,560
I-14280,200,280,420
I-14281,150,260,400
I-14282,200,260,500
I-14283,200,240,560
I-14284,100,240,700
I-14285,100,280,400
I-14286,100,260,600
I-14287,150,240,560
I-14288,150,260,420
I-14289,60,240,300
I-14290,100,240,600
I-14291,200,260,360
I-14292,200,280,300
I-14293,60,260,400
I-14294,200,280,700
I-14295,150,260,560
I-14296,200,260,400
I-14297,200,240,400
I-14298,150,260,560
I-14299,100,260,400
I-14300,60,240,300
I-14301,60,280,500
I-14302,150,240,300
I-14303,60,280,560
I-14304,60,260,500
I-14305,150,280,300
I-14306,200,260,700
I-14307,200,280,360
I-14308,60,260,560
I-14309,150,260,560
I-14310,100,260,600
I-14311,150,280,600
I-14312,60,240,700
I-14313,60,280,400
I-14314,150,260,300
I-14315,100,280,480
I-14316,150,260,360
I-14317,100,240,400
I-14318,200,280,560
I-14319,100,240,560
I-14320,200,280,700
I-14321,100,280,480
I-14322,100,260,400
I-14323,200,260,600
I-14324,60,260,400
I-14325,200,260,420
I-14326,100,240,420
I-14327,150,240,400
I-14328,200,240,420
I-14329,200,280,480
I-14330,200,260,560
I-14331,100,280,420
I-14332,100,260,300
I-14333,150,260,420
I-14334,60,280,300
I-14335,200,280,500
I-14336,150,260,400
I-14337,200,260,300
I-14338,200,240,560
I-14339,150,240,560
I-14340,100,260,480
I-14341,60,240,400
I-14342,200,240,480
I-14343,60,280,400
I-14344,100,240,560
I-14345,100,280,600
I-14346,100,260,480
I-14347,100,240,560
I-14348,200,260,400
I-14349,100,280,560
I-14350,100,240,400
I-14351,150,280,300
I-14352,100,280,420
I-14353,200,280,420
I-14354,100,280,300
I-14355,100,280,480
I-14356,200,260,560
I-14357,150,260,400
I-14358,200,260,420
I-14359,60,240,360
I-14360,150,240,480
I-14361,150,260,600
I-14362,150,240,360
I-14363,100,240,480
I-14364,150,280,420
I-14365,200,260,480
I-14366,60,260,360
I-14367,100,240,400
I-14368,200,280,480
I-14369,60,260,560
I-14370,60,280,400
I-14371,100,280,420
I-14372,200,240,600
I-14373,60,280,300
I-14374,60,280,500
I-14375,150,240,480
I-14376,200,240,400
I-14377,150,280,480
I-14378,200,240,360
I-14379,150,240,360
I-14380,100,260,480
I-14381,60,240,500
I-14382,100,280,480
I-14383,200,240,600
I-14384,200,260,560
I-14385,60,260,560
I-14386,60,280,300
I-14387,200,280,600
I-14388,100,260,700
I-14389,100,280,420
I-14390,60,240,700
I-14391,150,280,600
I-14392,100,280,420
I-14393,200,240,560
I-14394,150,240,360
I-14395,200,260,420
I-14396,150,240,400
I-14397,150,280,480
I-14398,150,260,600
I-14399,60,240,500
I-14400,200,280,700
I-14401,60,260,400
I-14402,60,280,600
I-14403,150,280,700
I-14404,200,240,400
I-14405,150,260,400
I-14406,60,280,300
I-14407,150,260,700
I-14408,100,240,300
I-14409,200,240,700
I-14410,100,260,360
I-14411,150,240,360
I-14412,100,260,700
I-14413,60,260,600
I-14414,200,280,360
I-14415,100,240,560
I-14416,200,280,400
I-14417,150,240,700
I-14418,150,280,420
I-14419,100,260,700
I-14420,100,280,420
I-14421,150,280,700
I-14422,60,260,500
I-14423,200,240,480
I-14424,200,280,480
I-14425,60,240,300
I-14426,200,280,560
I-14427,150,260,600
I-14428,200,280,560
I-14429,100,280,300
I-14430,150,280,500
I-14431,60,280,480
I-14432,60,240,420
I-14433,200,260,700
I-14434,150,260,600
I-14435,100,240,600
I-14436,200,260,700
I-14437,200,260,420
I-14438,60,280,560
I-14439,60,260,700
I-14440,60,260,400
I-14441,60,280,420
I-14442,200,260,500
I-14443,100,260,300
I-14444,150,260,480
I-14445,60,280,360
I-14446,200,280,500
I-14447,200,240,560
I-14448,150,240,560
I-14449,60,260,300
I-14450,150,260,600
I-14451,60,260,600
I-14452,60,260,700
I-14453,200,280,360
I-14454,60,240,500
I-14455,150,280,420
I-14456,150,260,300
I-14457,60,260,300
I-14458,100,260,360
I-14459,100,260,420
I-14460,200,260,560
I-14461,200,240,400
I-14462,150,280,360
I-14463,200,240,500
I-14464,150,240,560
I-14465,150,260,420
I-14466,60,260,420
I-14467,100,260,700
I-14468,200,240,500
I-14469,150,260,500
I-14470,60,240,700
I-14471,150,240,360
I-14472,60,240,500
I-14473,200,240,420
I-14474,200,260,600
I-14475,200,240,700
I-14476,200,240,400
I-14477,200,240,360
I-14478,150,240,560
I-14479,200,260,480
I-14480,60,260,300
I-14481,100,280,360
I-14482,200,260,360
I-14483,200,260,300
I-14484,100,260,360
I-14485,200,240,500
I-14486,100,260,300
I-14487,100,260,480
I-14488,200,280,700
I-14489,200,260,500
I-14490,150,280,420
I-14491,150,280,480
I-14492,100,240,500
I-14493,200,260,500
I-14494,60,280,400
I-14495,100,260,560
I-14496,150,240,600
I-14497,100,280,360
I-14498,150,260,480
I-14499,60,240,600
I-14500,150,280,420
I-14501,100,240,400
I-14502,150,240,600
I-14503,150,240,360
I-14504,60,240,480
I-14505,150,240,500
I-14506,60,240,360
I-14507,150,240,560
I-14508,150,240,500
I-14509,60,280,360
I-14510,60,240,600
I-14511,200,260,300
I-14512,200,280,480
I-14513,200,280,400
I-14514,60,240,700
I-14515,60,260,500
I-14516,60,260,360
I-14517,100,280,700
I-14518,100,240,480
I-14519,200,260,700
I-14520,60,240,600
I-14521,200,280,700
I-14522,150,280,400
I-14523,200,260,600
I-14524,100,240,500
I-14525,150,260,700
I-14526,200,240,700
I-14527,100,260,360
I-14528,100,240,600
I-14529,150,260,600
I-14530,150,240,560
I-14531,150,240,420
I-14532,60,260,360
I-14533,100,280,500
I-14534,200,260,300
I-14535,200,240,360
I-14536,100,260,300
I-14537,60,260,700
I-14538,100,280,600
I-14539,100,240,360
I-14540,200,260,700
I-14541,200,260,420
I-14542,200,280,360
I-14543,60,280,700
I-14544,100,260,400
I-14545,60,280,560
I-14546,200,240,560
I-14547,150,280,360
I-14548,200,280,700
I-14549,200,260,500
I-14550,60,240,500
I-14551,100,240,600
I-14552,150,280,300
I-14553,150,240,700
I-14554,150,240,700
I-14555,100,240,400
I-14556,60,280,600
I-14557,60,280,420
I-14558,100,260,400
I-14559,100,260,420
I-14560,150,260,400
I-14561,150,260,700
I-14562,150,240,500
I-14563,100,260,600
I-14564,200,260,360
I-14565,200,260,600
I-14566,150,240,500
I-14567,200,240,360
I-14568,100,260,480
I-14569,60,240,400
I-14570,100,280,400
I-14571,200,280,300
I-14572,150,240,360
I-14573,100,280,480
I-14574,100,260,600
I-14575,200,280,560
I-14576,60,240,700
I-14577,100,240,400
I-14578,200,260,420
I-14579,100,280,360
I-14580,200,280,400
I-14581,200,260,560
I-14582,100,260,500
I-14583,60,280,600
I-14584,150,240,300
I-14585,150,240,500
I-14586,100,280,400
I-14587,100,240,480
I-14588,150,280,300
I-14589,60,240,420
I-14590,100,260,400
I-14591,200,240,300
I-14592,200,240,400
I-14593,60,280,480
I-14594,100,260,480
I-14595,200,280,400
I-14596,150,240,420
I-14597,100,260,700
I-14598,60,240,420
I-14599,60,260,600
I-14600,60,280,600
I-14601,150,280,480
I-14602,150,280,360
I-14603,200,280,360
I-14604,60,240,600
I-14605,100,280,600
I-14606,60,260,480
I-14607,100,260,480
I-14608,100,260,420
I-14609,150,240,480
I-14610,200,280,400
I-14611,200,280,360
I-14612,100,260,560
I-14613,60,260,700
I-14614,200,260,400
I-14615,150,280,480
I-14616,200,240,560
I-14617,200,260,400
I-14618,100,260,700
I-14619,60,260,480
I-14620,200,260,420
I-14621,60,280,700
I-14622,200,240,560
I-14623,150,280,600
I-14624,200,240,700
I-14625,200,240,300
I-14626,100,260,360
I-14627,100,260,600
I-14628,150,280,400
I-14629,200,260,500
I-14630,60,240,700
I-14631,200,280,360
I-14632,200,280,560
I-14633,60,280,600
I-14634,150,280,480
I-14635,100,260,400
I-14636,150,260,400
I-14637,150,260,560
I-14638,60,240,560
I-14639,60,280,480
I-14640,100,280,560
I-14641,150,280,420
I-14642,60,260,300
I-14643,200,240,400
I-14644,150,280,360
I-14645,200,280,700
I-14646,200,260,560
I-14647,150,240,500
I-14648,60,280,480
I-14649,200,280,500
I-14650,200,280,300
I-14651,60,280,600
I-14652,200,260,420
I-14653,100,240,480
I-14654,60,260,700
I-14655,60,260,480
I-14656,60,260,360
I-14657,200,240,560
I-14658,200,280,500
I-14659,60,240,560
I-14660,60,280,500
I-14661,100,240,400
I-14662,60,260,420
I-14663,150,260,360
I-14664,60,280,360
I-14665,100,280,400
I-14666,200,280,300
I-14667,100,240,300
I-14668,200,260,560
I-14669,200,280,400
I-14670,200,240,400
I-14671,200,260,420
I-14672,60,260,400
I-14673,60,260,500
I-14674,150,260,420
I-14675,100,260,600
I-14676,60,280,420
I-14677,150,240,500
I-14678,100,240,360
I-14679,60,260,480
I-14680,200,240,400
I-14681,150,260,400
I-14682,100,260,700
I-14683,100,240,560
I-14684,200,240,600
I-14685,150,260,700
I-14686,60,280,480
I-14687,200,240,400
I-14688,100,260,360
I-14689,150,260,600
I-14690,60,260,700
I-14691,150,260,420
I-14692,150,260,560
I-14693,200,280,500
I-14694,60,240,400
I-14695,60,240,400
I-14696,100,260,400
I-14697,200,280,600
I-14698,60,240,420
I-14699,60,260,300
I-14700,150,280,420
I-14701,100,280,300
I-14702,150,280,700
I-14703,100,280,560
I-14704,150,240,480
I-14705,60,240,600
I-14706,150,260,600
I-14707,60,260,500
I-14708,60,280,400
I-14709,200,240,500
I-14710,150,260,400
I-14711,60,260,300
I-14712,60,280,560
I-14713,100,280,700
I-14714,100,260,400
I-14715,60,260,700
I-14716,60,240,400
I-14717,200,280,560
I-14718,60,280,480
I-14719,60,280,420
I-14720,60,240,700
I-14721,150,260,500
I-14722,100,260,360
I-14723,60,280,480
I-14724,100,280,420
I-14725,100,260,700
I-14726,60,260,700
I-14727,200,260,300
I-14728,150,260,560
I-14729,100,280,400
I-14730,100,260,480
I-14731,100,240,360
I-14732,100,280,300
I-14733,60,240,360
I-14734,60,260,400
I-14735,150,260,560
I-14736,150,260,600
I-14737,60,240,400
I-14738,100,280,300
I-14739,100,280,360
I-14740,150,240,700
I-14741,150,240,560
I-14742,150,280,420
I-14743,60,260,360
I-14744,200,280,360
I-14745,200,280,600
I-14746,100,260,700
I-14747,60,240,500
I-14748,150,240,480
I-14749,100,280,400
I-14750,150,280,480
I-14751,150,240,700
I-14752,100,260,420
I-14753,100,240,420
I-14754,60,260,500
I-14755,150,260,360
I-14756,150,240,500
I-14757,150,240,420
I-14758,100,240,560
I-14759,100,240,300
I-14760,200,240,360
I-14761,100,240,480
I-14762,60,260,500
I-14763,100,240,700
I-14764,150,280,560
I-14765,200,280,560
I-14766,100,260,400
I-14767,100,280,480
I-14768,60,260,500
I-14769,60,280,420
I-14770,200,280,600
I-14771,150,280,500
I-14772,150,240,700
I-14773,60,260,480
I-14774,100,260,420
I-14775,60,260,300
I-14776,150,240,300
I-14777,150,240,600
I-14778,200,240,400
I-14779,200,240,560
I-14780,60,240,480
I-14781,60,240,300
I-14782,150,280,500
I-14783,150,240,700
I-14784,100,240,300
I-14785,60,260,500
I-14786,150,240,500
I-14787,150,240,480
I-14788,200,260,360
I-14789,60,240,420
I-14790,60,260,400
I-14791,60,240,480
I-14792,100,240,500
I-14793,100,280,300
I-14794,100,260,420
I-14795,60,260,500
I-14796,150,240,560
I-14797,200,260,700
I-14798,150,280,420
I-14799,150,260,560
I-14800,60,260,600
I-14801,100,280,360
I-14802,60,260,500
I-14803,60,240,400
I-14804,60,240,560
I-14805,200,280,420
I-14806,150,280,700
I-14807,100,280,480
I-14808,100,240,480
I-14809,150,240,480
I-14810,150,240,360
I-14811,60,280,400
I-14812,60,260,420
I-14813,200,280,600
I-14814,150,240,480
I-14815,200,280,560
I-14816,200,260,500
I-14817,100,260,500
I-14818,100,280,600
I-14819,60,240,360
I-14820,150,280,300
I-14821,200,240,400
I-14822,150,240,500
I-14823,200,240,420
I-14824,200,260,420
I-14825,60,240,300
I-14826,200,260,400
I-14827,200,240,300
I-14828,200,280,420
I-14829,150,240,500
I-14830,150,280,400
I-14831,100,260,420
I-14832,60,280,360
I-14833,200,240,420
I-14834,100,240,300
I-14835,60,280,500
I-14836,150,260,480
I-14837,100,280,600
I-14838,60,260,400
I-14839,100,260,600
I-14840,100,240,360
I-14841,100,280,500
I-14842,200,240,300
I-14843,150,260,400
I-14844,150,240,360
I-14845,150,260,480
I-14846,150,240,480
I-14847,200,280,500
I-14848,200,280,560
I-14849,150,280,400
I-14850,200,280,560
I-14851,60,280,480
I-14852,200,240,360
I-14853,60,260,700
I-14854,150,280,400
I-14855,150,280,600
I-14856,100,260,600
I-14857,200,280,480
I-14858,60,280,600
I-14859,60,280,700
I-14860,150,280,360
I-14861,150,260,480
I-14862,150,260,600
I-14863,200,240,300
I-14864,200,260,500
I-14865,60,260,560
I-14866,150,280,700
I-14867,100,280,300
I-14868,60,280,500
I-14869,200,260,500
I-14870,100,240,360
I-14871,100,280,360
I-14872,100,280,300
I-14873,100,240,500
I-14874,200,280,600
I-14875,200,240,300
I-14876,150,240,700
I-14877,150,280,360
I-14878,200,260,500
I-14879,60,280,700
I-14880,150,240,480
I-14881,200,240,360
I-14882,200,260,300
I-14883,200,260,480
I-14884,100,260,500
I-14885,60,280,700
I-14886,150,260,600
I-14887,200,240,400
I-14888,150,240,600
I-14889,100,260,600
I-14890,200,260,700
I-14891,60,240,600
I-14892,100,280,420
I-14893,150,240,360
I-14894,200,240,360
I-14895,60,240,700
I-14896,150,240,400
I-14897,200,280,300
I-14898,60,240,600
I-14899,60,280,360
I-14900,60,260,560
I-14901,100,260,300
I-14902,60,240,480
I-14903,60,280,600
I-14904,100,280,700
I-14905,100,260,400
I-14906,150,240,400
I-14907,60,280,560
I-14908,100,280,480
I-14909,200,280,600
I-14910,150,240,500
I-14911,200,240,480
I-14912,60,240,600
I-14913,60,280,600
I-14914,60,260,700
I-14915,150,240,700
I-14916,150,260,560
I-14917,60,280,700
I-14918,200,260,400
I-14919,150,280,500
I-14920,100,240,480
I-14921,150,280,700
I-14922,150,280,400
I-14923,100,280,500
